week	team1	team2	home	what row do we find team1 in team2	what is team 2 in the previous row	does team1 in first row = team2 in dup row?	row number
14	ATL	NO	TRUE	7	ATL	TRUE	419
14	BAL	PIT	FALSE	8	BAL	TRUE	420
14	BUF	IND	TRUE	25	BUF	TRUE	421
14	CAR	MIN	TRUE	30	CAR	TRUE	422
14	CHI	CIN	FALSE	3	CHI	TRUE	423
14	CIN	CHI	TRUE	4	CIN	TRUE	424
14	CLE	GB	TRUE	28	CLE	TRUE	425
14	DAL	NYG	FALSE	24	DAL	TRUE	426
14	DEN	NYJ	TRUE	18	DEN	TRUE	427
14	DET	TB	FALSE	2	DET	TRUE	428
14	GB	CLE	FALSE	29	GB	TRUE	429
14	HOU	SF	TRUE	16	HOU	TRUE	430
14	IND	BUF	FALSE	19	IND	TRUE	431
14	JAC	SEA	TRUE	14	JAC	TRUE	432
14	KC	OAK	TRUE	22	KC	TRUE	433
14	LAC	WAS	TRUE	11	LAC	TRUE	434
14	LAR	PHI	TRUE	15	LAR	TRUE	435
14	MIA	NE	TRUE	31	MIA	TRUE	436
14	MIN	CAR	FALSE	23	MIN	TRUE	437
14	NE	MIA	FALSE	17	NE	TRUE	438
14	NO	ATL	FALSE	21	NO	TRUE	439
14	NYG	DAL	TRUE	10	NYG	TRUE	440
14	NYJ	DEN	FALSE	5	NYJ	TRUE	441
14	OAK	KC	FALSE	32	OAK	TRUE	442
14	PHI	LAR	FALSE	33	PHI	TRUE	443
14	PIT	BAL	TRUE	9	PIT	TRUE	444
14	SEA	JAC	FALSE	13	SEA	TRUE	445
14	SF	HOU	FALSE	6	SF	TRUE	446
14	TB	DET	TRUE	20	TB	TRUE	447
14	TEN	ARI	FALSE	26	TEN	TRUE	448
14	WAS	LAC	FALSE	27	WAS	TRUE	449
15	ARI	WAS	FALSE	12	ARI	TRUE	450
15	ATL	TB	FALSE	7	ATL	TRUE	451
15	BAL	CLE	FALSE	8	BAL	TRUE	452
15	BUF	MIA	TRUE	25	BUF	TRUE	453
15	CAR	GB	TRUE	30	CAR	TRUE	454
15	CHI	DET	FALSE	3	CHI	TRUE	455
15	CIN	MIN	FALSE	4	CIN	TRUE	456
15	CLE	BAL	TRUE	28	CLE	TRUE	457
15	DAL	OAK	FALSE	24	DAL	TRUE	458
15	DEN	IND	FALSE	18	DEN	TRUE	459
